Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spending,Total_Purchases,Children
1976,PhD,Married,55424.0,0,1,462,184,10,53,107,4,7,5,9,6,0,1,50,816,21,1
1979,Graduation,Married,17688.0,1,0,2,1,3,1,2,1,1,0,2,8,1,0,47,9,3,1
1983,PhD,Married,92491.0,0,0,979,935,29,25,22,1,7,5,12,3,0,1,43,1990,24,0
1991,Graduation,Single,90273.0,0,0,704,853,120,74,111,1,5,6,7,2,0,1,35,1862,18,0
1962,PhD,Widow,82571.0,0,0,861,558,62,95,79,0,6,5,13,2,0,0,64,1655,24,0
1982,PhD,Single,38513.0,1,0,172,115,16,0,18,5,6,1,5,8,0,1,44,321,12,1
1979,Master,Single,16653.0,1,0,5,31,15,4,7,3,2,1,3,6,0,1,47,62,6,1
1955,Graduation,Together,42586.0,1,1,194,56,0,0,0,5,4,1,6,8,0,1,71,250,11,2
1965,Basic,Single,23529.0,0,1,9,13,3,2,20,1,1,1,2,6,0,0,61,47,4,1
1951,Graduation,Married,71107.0,0,1,533,217,198,174,195,2,7,6,13,4,0,0,75,1317,26,1
1964,PhD,Together,46910.0,1,1,48,14,0,0,6,2,2,0,3,6,0,0,62,68,5,2
1955,Graduation,Divorced,37244.0,1,1,18,10,0,0,25,1,1,1,2,7,0,0,71,53,4,2
1966,Graduation,Together,82427.0,0,0,482,509,104,107,107,1,3,5,12,1,0,0,60,1309,20,0
1958,2n Cycle,Single,75342.0,0,1,204,97,21,118,26,1,5,2,10,4,0,0,68,466,17,1
1954,Graduation,Divorced,70044.0,0,1,1073,250,153,14,14,4,7,10,5,5,0,0,72,1504,22,1
1963,Graduation,Married,77437.0,0,0,560,442,29,44,29,1,4,5,13,1,0,0,63,1104,22,0
1959,Graduation,Married,54984.0,0,1,173,131,32,3,6,4,6,1,6,7,0,0,67,345,13,1
1971,PhD,Married,42403.0,1,0,22,11,0,5,3,1,1,0,3,8,0,0,55,41,4,1
1964,Graduation,Together,55761.0,0,1,136,12,0,3,32,2,4,1,3,6,0,0,62,183,8,1
1983,Graduation,Together,37292.0,1,0,275,86,10,23,66,5,6,3,5,8,0,0,43,460,14,1
1945,PhD,Single,45576.0,0,0,56,29,2,14,25,1,3,1,3,8,0,1,81,126,7,0
1947,Graduation,Together,70321.0,0,0,303,751,82,26,191,1,6,5,13,4,0,1,79,1353,24,0
1969,PhD,Divorced,58086.0,0,1,708,62,0,0,15,2,11,3,7,8,0,0,57,785,21,1
1952,Graduation,Married,81795.0,0,0,324,693,27,118,88,1,4,11,7,2,0,0,74,1250,22,0
1947,Basic,Together,28389.0,0,0,1,3,7,4,8,1,1,0,2,7,0,0,79,23,3,0
1969,Graduation,Divorced,69901.0,0,1,312,206,102,92,149,3,7,3,10,5,0,0,57,861,20,1
1949,PhD,Married,80360.0,0,0,1493,454,112,43,43,2,4,4,5,2,0,0,77,2145,13,0
1961,PhD,Together,63342.0,0,1,918,118,13,10,21,3,8,3,5,6,0,1,65,1080,16,1
1980,2n Cycle,Single,31859.0,1,0,3,7,15,8,11,1,1,0,3,7,0,0,46,44,4,1
1949,PhD,Widow,51569.0,0,1,380,47,6,0,34,4,7,1,7,8,0,1,77,467,15,1
1979,Basic,Single,16014.0,1,1,3,4,7,8,7,4,1,1,4,3,0,0,47,29,6,2
1968,Graduation,Married,41120.0,1,1,24,23,0,8,24,3,2,1,3,6,0,0,58,79,6,2
1971,Master,Single,39763.0,1,0,80,60,4,6,16,2,5,1,2,9,0,1,55,166,8,1
1955,PhD,Married,38725.0,1,1,31,6,2,1,5,2,1,0,4,4,0,0,71,45,5,2
1972,Graduation,Married,77981.0,1,0,138,204,16,126,60,3,7,4,7,5,0,0,54,544,18,1
1964,2n Cycle,Married,62905.0,0,1,166,96,119,107,59,3,7,2,8,4,0,0,62,547,17,1
1979,2n Cycle,Divorced,13533.0,1,0,12,8,8,0,17,2,2,0,3,7,0,0,47,45,5,1
1975,Graduation,Together,59481.0,0,1,178,85,71,66,58,2,3,3,8,2,0,0,51,458,14,1
1977,Graduation,Married,72117.0,0,1,707,171,65,60,50,1,9,7,9,5,0,0,49,1053,25,1
1986,2n Cycle,Married,21955.0,1,0,5,7,17,14,11,2,2,1,3,6,0,0,40,54,6,1
1956,Graduation,Married,67131.0,0,1,465,250,93,35,62,3,9,2,12,6,0,0,70,905,23,1
1980,PhD,Single,36802.0,1,0,16,2,0,0,1,1,1,0,3,5,0,0,46,19,4,1
1975,Master,Married,47808.0,0,1,123,26,2,0,72,2,3,2,3,7,0,0,51,223,8,1
1974,PhD,Divorced,25509.0,1,0,40,30,10,7,11,3,3,0,3,9,0,1,52,98,6,1
1952,PhD,Together,85431.0,0,0,376,462,168,53,53,1,2,7,7,0,0,0,74,1112,16,0
1967,Graduation,Married,42664.0,0,1,21,3,0,0,0,1,1,0,3,6,0,0,59,24,4,1
1977,PhD,Married,28973.0,0,0,206,46,3,2,12,2,5,1,5,8,0,0,49,269,11,0
1973,PhD,Together,39435.0,1,0,71,18,0,0,13,1,3,1,2,7,0,0,53,102,6,1
1984,2n Cycle,Married,65370.0,0,0,71,112,138,89,29,1,2,3,13,1,0,0,42,439,18,0
1979,Basic,Single,20194.0,1,0,0,7,11,10,15,2,2,0,3,6,0,0,47,43,5,1
1976,PhD,Single,42473.0,1,1,93,21,0,4,25,3,2,1,4,5,0,0,50,143,7,2
1968,Graduation,Married,64590.0,0,0,920,168,36,46,30,1,9,4,10,6,0,0,58,1200,23,0
1959,Graduation,Together,71232.0,0,1,653,170,34,26,17,2,11,2,10,7,0,0,67,900,23,1
1971,Graduation,Together,34600.0,1,1,199,60,8,3,15,5,5,2,5,8,0,1,55,285,12,2
1967,Graduation,Single,46904.0,1,1,153,56,0,9,31,4,5,1,4,8,0,0,59,249,10,2
1973,Graduation,Married,49094.0,0,1,376,38,11,8,69,5,6,3,6,6,0,0,53,502,15,1
1983,Graduation,Together,36075.0,1,0,46,30,12,1,30,1,2,0,4,6,0,0,43,119,6,1
1979,2n Cycle,Together,60839.0,1,1,600,128,223,150,128,13,2,2,12,8,0,0,47,1229,16,2
1962,2n Cycle,Together,82122.0,0,0,734,350,151,25,100,1,3,9,13,1,0,0,64,1360,25,0
1952,Graduation,Together,34074.0,1,1,135,41,10,1,67,5,3,3,3,6,0,0,74,254,9,2
1960,Master,Married,28520.0,1,1,11,10,0,2,20,1,1,1,2,6,0,0,66,43,4,2
1955,Graduation,Single,62535.0,0,1,163,90,0,45,52,1,3,2,8,3,0,0,71,350,13,1
1977,Master,Single,36273.0,1,0,29,30,3,2,9,2,3,0,3,6,0,0,49,73,6,1
1964,Graduation,Together,63404.0,0,2,734,70,11,44,17,2,6,3,4,4,0,0,62,876,13,2
1976,Graduation,Together,78416.0,0,1,453,279,188,38,183,2,7,7,10,3,0,0,50,1141,24,1
1974,Graduation,Together,75702.0,0,1,1073,629,145,37,37,1,10,5,13,6,0,0,52,1921,28,1
1951,Master,Together,59385.0,1,1,135,10,0,4,36,2,3,1,4,5,0,0,75,185,8,2
1951,Graduation,Married,44689.0,1,1,18,5,0,0,11,2,1,1,2,7,0,0,75,34,4,2
1966,PhD,Single,7144.0,0,2,81,33,5,2,291,0,23,1,1,0,0,0,60,412,25,2
1956,Graduation,Married,90369.0,0,0,292,981,224,23,17,1,4,6,6,1,0,1,70,1537,16,0
1974,PhD,Single,63159.0,0,0,965,586,89,86,37,1,3,5,8,3,0,0,52,1763,16,0
1963,PhD,Single,46757.0,0,1,777,163,0,51,122,6,4,4,7,9,0,0,63,1113,15,1
1969,Master,Married,79734.0,0,0,572,232,23,62,17,1,4,3,6,1,0,0,57,906,13,0
1992,Graduation,Together,63207.0,0,0,438,565,91,169,70,1,2,3,6,7,0,0,34,1333,11,0
1954,Graduation,Divorced,72071.0,0,1,531,300,150,138,150,3,5,4,8,2,0,0,72,1269,17,1
1983,PhD,Together,21840.0,1,0,17,9,0,0,1,1,1,0,3,9,0,0,43,27,4,1
1982,2n Cycle,Together,58582.0,0,1,402,106,101,77,42,2,9,2,9,5,0,0,44,728,20,1
1951,Graduation,Single,72282.0,0,0,503,419,90,139,153,1,5,7,9,7,0,1,75,1304,21,0
1956,Graduation,Married,50387.0,0,2,369,87,12,14,34,3,6,2,8,5,0,0,70,516,16,2
1961,PhD,Together,32583.0,1,1,5,3,0,0,1,1,1,0,2,7,0,0,65,9,3,2
1962,Graduation,Together,62568.0,0,1,362,398,80,35,61,3,5,3,5,4,0,0,64,936,13,1
1971,Master,Divorced,44635.0,1,1,56,9,0,0,3,2,2,0,3,7,0,0,55,68,5,2
1968,Graduation,Married,63967.0,0,1,387,141,73,35,162,3,4,4,12,2,0,0,58,798,20,1
1978,2n Cycle,Together,52513.0,0,0,367,241,104,188,232,2,9,5,9,7,0,0,48,1132,23,0
1969,Graduation,Married,25293.0,1,0,15,11,0,2,9,1,1,1,2,8,0,0,57,37,4,1
1965,PhD,Widow,54111.0,0,1,267,54,8,3,50,2,5,2,6,5,0,0,61,382,13,1
1986,Graduation,Together,78394.0,0,0,298,697,216,24,166,1,4,6,5,2,0,1,40,1401,15,0
1958,Master,Married,80739.0,0,0,674,736,39,0,92,1,3,11,9,1,0,0,68,1541,23,0
1975,Master,Together,22669.0,1,0,16,36,37,22,48,3,4,1,2,9,0,1,51,159,7,1
1987,Graduation,Single,29236.0,1,0,37,24,16,9,9,2,4,0,3,9,0,0,39,95,7,1
1959,Graduation,Together,44911.0,0,1,159,22,2,1,31,3,4,1,4,7,0,0,67,215,9,1
1962,PhD,Married,54693.0,0,1,686,142,23,26,35,8,6,4,13,6,0,0,64,912,23,1
1974,Graduation,Together,48186.0,1,0,97,66,12,7,34,3,4,1,4,7,0,0,52,216,9,1
1977,Graduation,Married,54809.0,1,1,63,57,13,13,22,4,2,1,5,4,0,1,49,168,8,2
1978,Graduation,Together,41580.0,1,1,56,24,4,0,3,3,2,1,3,5,0,0,48,87,6,2
1970,PhD,Married,80336.0,0,0,209,456,160,142,66,1,2,9,13,1,0,0,56,1033,24,0
1957,Graduation,Married,47743.0,0,1,198,43,0,12,20,3,4,1,6,6,0,0,69,273,11,1
1955,2n Cycle,Married,62972.0,0,1,313,47,20,0,192,2,7,4,3,6,0,0,71,572,14,1
1954,PhD,Divorced,57333.0,0,1,941,397,76,58,176,11,8,5,9,6,0,1,72,1648,22,1
1982,PhD,Together,32313.0,1,0,86,56,2,4,7,3,4,0,4,9,0,0,44,155,8,1
1953,Master,Widow,84953.0,0,0,167,602,63,72,72,1,3,10,4,2,0,1,73,976,17,0
1968,Master,Divorced,27071.0,1,0,8,19,0,2,3,2,2,0,3,6,0,0,58,32,5,1
1957,Master,Together,68148.0,0,0,389,408,37,57,85,1,4,4,6,2,0,0,69,976,14,0
1965,Master,Together,65735.0,1,1,239,119,4,15,11,5,6,2,6,7,0,0,61,388,14,2
1975,PhD,Married,86836.0,0,0,179,273,0,21,63,1,6,10,6,5,0,1,51,536,22,0
1963,PhD,Married,4023.0,1,1,5,1,1,1,1,15,0,0,0,19,0,0,63,9,0,2
1990,Graduation,Married,30093.0,0,0,2,28,13,4,16,1,2,0,3,7,0,0,36,63,5,0
1966,PhD,Married,57705.0,0,1,383,53,6,4,40,3,8,1,6,6,0,0,60,486,15,1
1988,Graduation,Single,25008.0,1,0,2,8,6,1,9,2,1,0,3,8,0,0,38,26,4,1
1995,2n Cycle,Single,83257.0,0,0,536,590,38,107,67,1,5,10,12,6,1,1,31,1338,27,0
1975,Graduation,Together,22280.0,1,0,2,4,3,1,2,1,1,0,2,8,0,0,51,12,3,1
1978,PhD,Married,72159.0,0,0,322,899,34,40,53,1,4,6,10,2,0,0,48,1348,20,0
1961,Graduation,Together,64260.0,0,0,539,816,20,0,30,1,4,5,4,3,0,1,65,1405,13,0
1984,PhD,Single,82733.0,0,0,712,420,65,38,38,1,8,4,7,4,0,1,42,1273,19,0
1971,Master,Divorced,74290.0,0,1,1121,72,0,12,12,4,10,8,10,6,0,0,55,1217,28,1
1951,Master,Single,58217.0,2,1,68,13,3,5,13,1,2,0,4,6,0,0,75,102,6,3
1976,Master,Together,21024.0,0,0,36,18,6,2,18,1,2,0,4,7,0,0,50,80,6,0
1972,PhD,Married,70116.0,0,0,707,603,95,58,29,1,2,8,12,1,0,0,54,1492,22,0
1985,Graduation,Together,54006.0,1,0,174,203,6,24,97,2,8,1,7,7,0,0,41,504,16,1
1966,PhD,Married,69063.0,0,1,666,124,69,8,26,1,5,3,5,3,0,0,60,893,13,1
1975,2n Cycle,Divorced,11448.0,0,0,0,0,6,2,6,1,1,0,2,6,0,0,51,14,3,0
1971,Graduation,Married,70886.0,1,0,407,239,103,88,53,1,5,4,4,2,0,0,55,890,13,1
1973,Graduation,Widow,60208.0,1,1,488,71,15,0,59,11,8,3,7,7,0,1,53,633,18,2
1968,Master,Together,32889.0,1,1,28,13,4,2,8,3,2,1,3,5,0,0,58,55,6,2
1984,Graduation,Single,34738.0,1,0,3,10,3,0,2,1,1,0,3,6,0,0,42,18,4,1
1971,Master,Together,30538.0,1,0,284,52,8,3,20,4,9,0,4,10,0,0,55,367,13,1
1977,2n Cycle,Together,82326.0,0,0,938,754,159,81,183,1,5,10,6,2,0,1,49,2115,21,0
1967,PhD,Divorced,26642.0,1,0,13,15,2,2,8,2,2,0,3,6,0,0,59,40,5,1
1964,Graduation,Divorced,69932.0,0,1,412,153,150,105,57,2,7,6,11,4,0,0,62,877,24,1
1972,Graduation,Single,44503.0,1,1,31,8,0,0,8,2,2,0,3,6,0,0,54,47,5,2
1948,PhD,Single,60200.0,0,1,502,132,0,6,26,6,6,2,11,6,0,0,78,666,19,1
1952,Graduation,Divorced,49638.0,0,1,18,3,3,5,0,1,1,0,3,2,0,0,74,29,4,1
1987,2n Cycle,Single,23830.0,0,0,1,6,4,8,16,1,1,0,3,7,0,0,39,35,4,0
1959,Master,Widow,33051.0,0,0,100,243,108,94,219,3,9,1,8,9,0,1,67,764,18,0
1958,Graduation,Married,72905.0,0,0,407,445,181,165,203,1,3,7,9,1,0,0,68,1401,19,0
1951,PhD,Together,69702.0,0,1,664,240,50,19,57,2,7,7,10,4,0,0,75,1030,24,1
1975,Graduation,Divorced,70300.0,1,0,1045,338,60,46,46,3,5,5,13,8,0,0,51,1535,23,1
1984,PhD,Married,70643.0,0,0,1218,304,23,143,33,1,5,8,4,6,0,1,42,1721,17,0
1969,PhD,Married,30396.0,1,0,15,6,0,1,12,2,1,1,2,7,0,1,57,34,4,1
1968,PhD,Divorced,50616.0,0,1,128,16,0,1,4,2,4,0,4,7,0,0,58,149,8,1
1969,Master,Single,62772.0,0,1,581,157,43,8,108,1,5,6,11,2,0,0,57,897,22,1
1985,PhD,Single,30298.0,0,0,6,12,6,1,0,1,1,1,3,3,0,0,41,25,5,0
1984,Graduation,Single,52413.0,1,0,185,133,56,56,12,2,7,1,7,7,0,0,42,442,15,1
1957,PhD,Married,44155.0,1,1,22,9,0,0,14,1,1,1,2,4,0,0,69,45,4,2
1971,PhD,Divorced,86979.0,0,0,584,835,65,83,35,1,5,5,5,2,0,1,55,1602,15,0
1975,Graduation,Together,76532.0,1,1,355,177,90,138,30,4,9,5,7,5,0,0,51,790,21,2
1982,Graduation,Married,42081.0,1,0,175,110,54,6,27,2,6,3,4,6,0,0,44,372,13,1
1989,Master,Together,88420.0,0,0,957,612,99,95,153,1,4,7,8,1,0,0,37,1916,19,0
1985,Graduation,Married,31158.0,1,0,25,16,20,0,5,2,2,0,3,8,0,0,41,66,5,1
1968,Graduation,Divorced,61671.0,0,1,641,56,0,0,28,8,10,4,6,8,0,0,58,725,20,1
1974,Graduation,Single,69719.0,0,0,273,208,177,14,43,1,2,3,5,1,0,0,52,715,10,0
1949,Graduation,Divorced,49160.0,0,1,122,43,25,10,15,2,3,1,6,6,0,0,77,215,10,1
1954,PhD,Single,90933.0,0,0,1020,430,62,63,79,1,4,6,4,1,0,0,72,1654,14,0
1945,PhD,Single,113734.0,0,0,6,3,1,262,3,0,27,0,0,1,0,0,81,275,27,0
1983,Graduation,Single,22148.0,0,0,15,14,0,4,11,1,1,0,3,7,0,0,43,44,4,0
1987,Master,Married,73395.0,0,0,272,80,20,7,11,1,4,4,6,2,0,0,39,390,14,0
1971,Graduation,Divorced,29819.0,1,0,9,24,2,1,2,3,3,0,3,6,0,0,55,38,6,1
1968,Graduation,Married,45688.0,0,1,279,18,0,0,9,2,3,1,8,4,0,0,58,306,12,1
1971,PhD,Married,60491.0,0,1,637,237,12,19,76,4,6,11,7,5,0,0,55,981,24,1
1986,Graduation,Together,33235.0,1,0,45,16,2,1,6,1,3,0,3,7,0,0,40,70,6,1
1959,Graduation,Married,35701.0,0,0,21,9,7,3,5,1,1,0,3,6,0,0,67,45,4,0
1980,Master,Married,31535.0,1,0,15,13,0,0,19,1,1,1,2,7,0,0,46,47,4,1
1960,2n Cycle,Together,92556.0,0,0,493,352,184,23,28,0,3,5,13,0,0,0,66,1080,21,0
1970,Graduation,Single,67384.0,0,1,957,175,158,53,107,2,7,8,5,5,0,0,56,1450,20,1
1967,Graduation,Married,77870.0,0,1,1017,500,65,50,133,3,5,5,5,8,0,1,59,1765,15,1
1963,PhD,Widow,52278.0,0,1,953,71,0,0,174,6,10,5,10,8,0,0,63,1198,25,1
1968,Graduation,Single,57107.0,0,1,159,120,0,0,137,7,4,4,8,8,0,1,58,416,16,1
1981,PhD,Single,36038.0,1,0,23,15,0,2,7,2,3,0,3,6,0,0,45,47,6,1
1965,PhD,Together,34230.0,1,1,15,4,0,0,2,1,1,0,2,7,0,0,61,21,3,2
1977,2n Cycle,Single,31878.0,0,1,23,5,10,5,23,1,1,0,4,3,0,0,49,66,5,1
1972,2n Cycle,Married,70932.0,0,1,200,100,46,185,185,2,6,2,12,3,0,0,54,716,20,1
1956,Graduation,Single,91249.0,0,0,1324,119,71,108,27,0,7,9,6,4,0,1,70,1649,22,0
1943,Master,Single,77598.0,0,0,1193,281,129,66,33,1,7,5,13,3,0,0,83,1702,25,0
1959,Graduation,Single,80982.0,1,1,505,401,104,22,22,3,11,5,11,5,1,0,67,1054,27,2
1977,Master,Married,22701.0,1,0,2,9,0,4,5,1,1,0,3,5,0,0,49,20,4,1
1970,Graduation,Married,70617.0,0,0,353,753,40,46,27,1,3,3,7,2,0,0,56,1219,13,0
1957,Graduation,Single,64849.0,0,0,652,350,94,84,108,1,9,3,6,5,0,1,69,1288,18,0
1965,Master,Married,62694.0,1,1,379,157,25,91,91,5,9,3,7,7,0,0,61,743,19,2
1974,PhD,Married,61917.0,1,1,46,36,2,2,1,1,2,0,4,5,0,0,52,87,6,2
1947,PhD,Married,67472.0,0,1,162,127,8,17,69,2,4,2,7,3,0,0,79,383,13,1
1982,Master,Married,21059.0,1,0,8,19,3,3,8,3,3,0,3,6,0,0,44,41,6,1
1968,Master,Married,29543.0,2,0,17,18,3,4,18,2,3,1,2,7,0,0,58,60,6,2
1951,Graduation,Married,75903.0,0,1,340,185,130,38,100,2,6,6,9,3,0,0,75,793,21,1
1975,2n Cycle,Together,34984.0,1,1,8,15,3,5,3,2,1,0,3,7,0,0,51,34,4,2
1956,PhD,Single,54998.0,0,1,154,202,39,30,8,5,4,2,9,4,0,1,70,433,15,1
1949,PhD,Widow,54356.0,0,1,710,30,20,0,0,3,11,2,8,8,0,1,77,760,21,1
1959,Master,Married,34242.0,0,1,8,4,0,0,1,1,0,0,3,5,0,0,67,13,3,1
1973,Graduation,Married,25410.0,1,0,2,4,13,13,4,1,1,0,4,4,0,0,53,36,5,1
1984,PhD,Married,73356.0,0,0,1050,322,0,14,112,1,5,11,5,2,0,1,42,1498,21,0
1950,Graduation,Together,28320.0,0,1,19,14,3,2,4,1,1,0,3,8,0,0,76,42,4,1
1977,Graduation,Single,23763.0,1,0,22,6,6,2,6,1,1,0,3,7,0,0,49,42,4,1
1984,Graduation,Married,72570.0,0,0,274,216,151,141,224,1,4,6,12,1,0,0,42,1006,22,0
1976,Master,Married,34529.0,1,0,68,38,3,6,41,2,2,2,3,7,0,0,50,156,7,1
1951,Graduation,Widow,70792.0,0,0,344,654,104,11,114,2,3,4,10,3,0,0,75,1227,17,0
1982,Graduation,Married,63211.0,0,0,145,459,205,26,145,2,3,8,7,2,0,1,44,980,18,0
1974,Master,Married,83891.0,0,1,217,350,111,85,15,1,4,7,10,1,0,0,52,778,21,1
1968,Graduation,Single,36065.0,1,1,18,34,10,2,3,3,3,0,3,8,0,0,58,67,6,2
1940,PhD,Single,51141.0,0,0,144,7,0,0,6,1,3,1,4,5,0,0,86,157,8,0
1976,Graduation,Married,56939.0,0,1,256,103,90,29,49,2,3,3,10,3,0,0,50,527,16,1
1951,Graduation,Single,80872.0,0,0,483,567,94,12,108,1,4,4,10,1,0,0,75,1264,18,0
1976,PhD,Together,72335.0,0,0,1285,653,28,21,0,1,10,4,8,8,0,1,50,1987,22,0
1964,PhD,Single,61798.0,0,0,338,89,11,8,13,1,4,2,9,4,0,0,62,459,15,0
1950,PhD,Widow,76842.0,0,0,605,345,84,54,32,1,1,8,7,0,0,0,76,1120,16,0
1976,Graduation,Together,29478.0,1,0,8,7,3,1,1,1,1,0,3,6,0,0,50,20,4,1
1956,Graduation,Single,46998.0,0,1,172,86,45,6,27,5,5,3,5,7,0,0,70,336,13,1
1990,Graduation,Single,96843.0,0,0,448,951,40,17,17,1,6,11,10,2,0,1,36,1473,27,0
1965,Master,Married,70053.0,0,1,512,98,81,179,89,3,8,5,10,5,0,0,61,959,23,1
1962,PhD,Widow,71670.0,0,0,1462,128,0,0,160,1,5,3,6,6,0,1,64,1750,14,0
1978,Graduation,Married,44359.0,1,1,20,14,7,3,1,3,2,0,4,3,0,0,48,45,6,2
1952,Graduation,Single,40887.0,1,1,50,44,10,10,43,3,3,1,3,9,0,1,74,157,7,2
1966,Graduation,Divorced,48877.0,0,1,102,15,2,0,24,1,3,0,4,7,0,0,60,143,7,1
1947,Graduation,Together,74485.0,0,0,499,815,173,49,49,1,6,7,12,3,0,0,79,1585,25,0
1972,Graduation,Together,64474.0,0,1,381,172,56,86,93,2,8,2,10,5,0,0,54,788,20,1
1963,Graduation,Together,77226.0,0,1,631,239,128,76,21,2,6,8,12,3,0,0,63,1095,26,1
1949,Graduation,Widow,72643.0,0,0,526,553,123,94,53,1,3,10,7,2,0,1,77,1349,20,0
1978,Master,Together,85738.0,0,0,913,376,17,26,13,1,3,6,11,1,0,0,48,1345,20,0
1966,Graduation,Divorced,55686.0,0,1,673,199,37,47,26,2,6,3,5,4,0,0,60,982,14,1
1983,Graduation,Single,39062.0,1,0,23,9,0,0,12,1,1,0,3,4,0,0,43,44,4,1
1975,Graduation,Married,40794.0,0,1,261,73,4,23,50,2,6,3,5,7,0,0,51,411,14,1
1969,Graduation,Married,4428.0,0,1,16,12,2,4,321,0,25,0,0,1,0,0,57,355,25,1
1963,2n Cycle,Married,32632.0,0,0,63,137,153,19,53,2,4,4,8,5,0,0,63,425,16,0
1968,PhD,Single,38236.0,1,1,58,18,2,0,10,4,3,0,4,7,0,0,58,88,7,2
1979,Graduation,Married,36781.0,1,0,29,17,0,3,13,1,2,1,2,8,0,1,47,62,5,1
1984,Master,Single,31385.0,1,0,3,12,0,1,9,1,1,0,2,8,0,1,42,25,3,1
1984,Graduation,Married,24570.0,1,0,28,62,11,14,44,3,4,0,4,9,0,0,42,159,8,1
1951,Graduation,Married,94642.0,0,0,879,797,106,143,143,0,5,7,9,1,0,0,75,2068,21,0
1962,Master,Married,58646.0,0,1,62,44,6,5,22,1,2,1,4,4,0,0,64,139,7,1
1975,Graduation,Single,53201.0,1,1,280,81,20,0,27,8,6,3,5,7,0,0,51,408,14,2
1978,Graduation,Married,57113.0,1,1,182,33,0,2,42,6,4,1,5,7,0,0,48,259,10,2
1991,Graduation,Married,51373.0,0,0,83,101,64,26,117,1,3,5,3,4,0,0,35,391,11,0
1986,Graduation,Married,23477.0,1,0,38,54,3,8,29,3,3,0,4,8,0,0,40,132,7,1
1956,Graduation,Married,58116.0,0,1,228,130,4,11,51,2,3,3,8,2,0,0,70,424,14,1
1963,PhD,Divorced,72968.0,0,0,1092,592,145,37,55,1,5,5,8,3,0,1,63,1921,18,0
1971,Master,Married,39791.0,0,1,85,27,13,13,21,2,3,1,4,7,0,0,55,159,8,1
1947,Master,Single,91712.0,0,0,1276,746,94,29,48,0,9,7,11,3,0,1,79,2193,27,0
1958,Graduation,Single,94472.0,0,1,1017,417,108,100,16,1,5,5,5,5,0,0,68,1658,15,1
1960,Graduation,Together,13672.0,1,1,6,9,2,1,5,2,1,0,3,8,0,0,66,23,4,2
1980,2n Cycle,Married,96547.0,0,0,448,125,52,101,62,0,7,6,8,2,0,1,46,788,21,0
1975,Graduation,Married,79205.0,0,0,504,117,179,28,44,1,6,5,4,4,0,1,51,872,15,0
1975,PhD,Together,56559.0,0,1,226,133,41,31,31,3,4,3,8,4,0,0,51,462,15,1
1973,PhD,Married,32644.0,1,0,239,141,0,7,23,4,7,1,6,8,0,0,53,410,14,1
1980,2n Cycle,Single,67506.0,0,1,90,67,33,36,67,1,4,1,6,3,0,0,46,293,11,1
1970,Graduation,Single,24206.0,1,0,7,8,3,2,3,1,1,0,3,6,0,0,56,23,4,1
1967,PhD,Divorced,28420.0,1,0,4,5,2,0,0,1,1,0,2,6,0,0,59,11,3,1
1970,Graduation,Married,22979.0,1,0,16,19,20,21,22,3,3,2,2,8,0,1,56,98,7,1
1966,Graduation,Single,33279.0,0,0,10,3,0,0,0,1,0,0,3,3,0,0,60,13,3,0
1977,Graduation,Married,30368.0,0,1,35,13,2,0,2,2,2,0,3,8,0,0,49,52,5,1
1970,Graduation,Married,63684.0,0,1,575,428,208,93,80,3,8,4,8,5,0,0,56,1384,20,1
1964,Graduation,Divorced,41638.0,0,1,315,31,4,0,91,4,5,5,3,8,0,0,62,441,13,1
1959,PhD,Divorced,68805.0,0,1,182,49,17,13,20,1,3,1,7,2,0,0,67,281,11,1
1966,PhD,Together,65814.0,0,1,561,113,10,14,35,3,8,2,10,5,0,0,60,733,20,1
1958,Graduation,Divorced,71964.0,0,0,587,932,180,34,86,1,5,6,5,3,0,0,68,1819,16,0
1986,Graduation,Single,39146.0,1,0,94,33,13,12,12,3,4,0,4,8,0,0,40,164,8,1
1977,Graduation,Together,96876.0,0,0,908,735,40,194,21,1,7,7,9,2,0,1,49,1898,23,0
1981,Basic,Married,34445.0,0,0,228,122,208,129,30,6,11,2,8,9,0,0,45,717,21,0
1958,Graduation,Single,68281.0,0,0,995,417,42,48,41,1,2,9,13,5,0,1,68,1543,24,0
1983,Graduation,Married,36790.0,0,0,3,14,15,21,10,1,2,1,2,9,0,1,43,63,5,0
1967,Graduation,Together,27943.0,1,1,12,16,4,1,3,3,2,0,3,8,0,0,59,36,5,2
1951,Graduation,Divorced,22263.0,1,1,17,2,0,0,2,2,1,0,3,6,1,0,75,21,4,2
1972,Graduation,Together,30261.0,1,2,8,5,0,3,6,1,0,0,3,8,0,0,54,22,3,3
1978,Graduation,Together,28587.0,1,0,22,17,12,10,13,3,2,0,4,6,0,0,48,74,6,1
1982,Master,Married,43815.0,1,0,14,29,4,7,15,1,2,0,3,6,0,0,44,69,5,1
1956,Graduation,Married,48195.0,1,1,106,68,52,7,5,6,4,2,5,6,0,0,70,238,11,2
1952,Master,Married,77027.0,0,1,820,242,45,0,11,2,8,3,6,4,0,0,74,1118,17,1
1965,PhD,Married,71322.0,0,1,753,226,69,10,204,2,8,5,13,4,0,0,61,1262,26,1
